Date,Latitude,Longitude,Maximum Wind
18510625,28.0,94.8,80
18510625,28.0,95.4,80
18510625,28.0,96.0,80
18510625,28.1,96.5,80
18510625,28.2,96.8,80
18510626,28.2,97.0,70
18510626,28.3,97.6,60
18510626,28.4,98.3,60
18510626,28.6,98.9,50
18510627,29.0,99.4,50
18510627,29.5,99.8,40
18510627,30.0,100.,40
18510627,30.5,100.,40
18510628,31.0,100.,40
18510705,22.2,97.6,80
18510710,12.0,60.0,50
18510816,13.4,48.0,40
18510816,13.7,49.5,40
18510816,14.0,51.0,50
18510816,14.4,52.8,50
18510817,14.9,54.6,60
18510817,15.4,56.5,60
18510817,15.9,58.5,70
18510817,16.1,60.4,70
18510818,16.6,62.5,80
18510818,16.9,64.1,80
18510818,17.2,66.0,90
18510818,17.6,67.6,90
18510819,18.0,69.3,90
18510819,18.4,71.1,70
18510819,18.9,72.6,60
18510819,19.4,74.3,60
18510820,19.9,75.9,70
18510820,20.5,77.6,70
18510820,21.2,79.0,70
18510820,21.9,80.4,70
18510821,22.6,81.4,60
18510821,23.2,82.5,60
18510821,23.9,83.6,70
18510821,24.4,84.3,70
18510822,25.0,84.9,80
18510822,25.6,85.5,80
18510822,26.2,86.0,90
18510822,26.8,86.3,90
18510823,27.4,86.5,100
18510823,28.0,86.6,100
18510823,28.5,86.6,100
18510823,29.6,86.1,100
18510823,30.1,85.7,100
18510824,30.7,85.1,90
18510824,31.6,84.1,70
18510824,32.5,83.0,60
18510824,33.4,81.4,50
18510825,34.0,80.0,40
18510825,34.8,78.6,40
18510825,35.8,77.0,40
18510825,36.8,75.1,40
18510826,37.8,73.6,40
18510826,38.9,71.8,40
18510826,40.0,70.0,40
18510826,41.3,66.8,40
18510827,42.8,63.3,40
18510827,44.5,60.2,40
18510827,46.4,57.2,40
18510827,48.5,54.2,40
18510913,32.5,73.5,50
18510913,32.5,73.5,50
18510913,32.5,73.5,50
18510913,32.5,73.5,50
18510914,32.5,73.5,50
18510914,32.5,73.5,50
18510914,32.5,73.5,50
18510914,32.5,73.5,50
18510915,32.5,73.5,50
18510915,32.5,73.5,50
18510915,32.5,73.5,50
18510915,32.5,73.5,50
18510916,32.5,73.5,50
18510916,32.5,73.5,50
18510916,32.5,73.5,50
18510916,32.5,73.5,50
18511016,28.7,78.0,40
18511016,29.1,77.8,40
18511016,29.5,77.5,50
18511016,30.1,77.1,50
18511017,30.7,76.6,60
18511017,31.2,76.3,60
18511017,31.6,75.9,60
18511017,32.0,75.5,60
18511018,32.7,74.9,60
18511018,33.3,74.3,60
18511018,34.0,73.8,60
18511018,35.3,73.0,60
18511019,37.0,72.6,50
18511019,38.5,72.1,50
18511019,40.2,71.8,50
18511019,41.1,71.7,50
18511019,42.0,71.6,40
18520819,20.5,67.1,60
18520819,20.7,68.0,60
18520819,20.9,68.8,60
18520819,21.1,69.6,60
18520820,21.2,70.6,70
18520820,21.5,71.9,70
18520820,21.7,73.0,70
18520820,21.9,74.0,70
18520821,22.1,74.9,80
18520821,22.2,76.1,80
18520821,22.6,77.1,80
18520821,22.9,78.1,80
18520822,23.2,79.3,90
18520822,23.5,80.1,90
18520822,23.8,81.1,90
18520822,24.2,82.1,90
18520823,24.7,83.1,90
18520823,25.2,83.9,90
18520823,25.7,84.6,90
18520823,26.2,85.3,90
18520824,26.7,86.0,100
18520824,27.2,86.6,100
18520824,27.7,87.1,100
18520824,28.2,87.5,100
18520825,28.6,87.8,100
18520825,28.8,88.0,100
18520825,29.1,88.2,100
18520825,29.4,88.4,100
18520826,29.8,88.6,100
18520826,30.2,88.6,100
18520826,30.6,88.5,90
18520826,31.2,88.1,70
18520827,31.8,87.4,50
18520827,32.3,86.3,40
18520827,32.8,84.8,40
18520827,33.2,82.8,40
18520828,33.5,80.5,40
18520828,33.8,78.2,40
18520828,34.0,76.0,40
18520828,34.4,74.2,40
18520829,35.2,72.8,50
18520829,36.4,71.8,50
18520829,38.0,70.8,50
18520829,39.6,69.6,50
18520830,41.0,68.0,50
18520905,17.0,64.1,70
18520905,17.4,65.1,70
18520905,17.7,66.1,70
18520905,18.2,67.1,60
18520906,18.6,68.8,60
18520906,19.2,70.1,50
18520906,19.5,71.4,40
18520906,19.7,72.5,40
18520909,26.4,90.4,70
18520909,26.5,89.6,70
18520909,26.6,88.8,70
18520909,26.6,88.1,70
18520910,26.8,87.4,70
18520910,26.9,86.6,70
18520910,27.1,86.1,70
18520910,27.3,85.6,70
18520911,27.5,85.1,70
18520911,27.7,84.6,70
18520911,27.8,84.0,70
18520911,27.9,83.4,70
18520912,28.0,82.8,70
18520912,28.1,82.2,60
18520912,28.2,81.5,50
18520912,28.5,80.5,50
18520913,29.2,79.0,60
18520913,30.4,77.0,70
18520913,32.0,74.5,70
18520913,34.0,71.5,70
18520922,16.1,58.5,50
18520922,16.4,59.1,50
18520922,16.7,59.7,50
18520922,17.0,60.3,50
18520923,17.4,61.2,60
18520923,17.7,62.2,60
18520923,18.1,63.1,70
18520923,18.4,63.7,70
18520924,18.7,64.3,70
18520924,18.9,65.0,70
18520924,19.1,65.8,70
18520924,19.2,66.6,70
18520925,19.5,67.4,80
18520925,19.7,68.1,80
18520925,19.9,68.8,80
18520925,20.0,69.6,80
18520926,20.1,70.3,80
18520926,20.4,70.9,80
18520926,20.7,71.6,80
18520926,21.0,72.1,80
18520927,21.4,73.0,80
18520927,21.9,73.6,80
18520927,22.5,74.0,80
18520927,23.2,74.4,80
18520928,23.9,74.6,80
18520928,24.6,74.6,80
18520928,25.4,74.5,80
18520928,26.5,74.0,80
18520929,27.4,73.5,80
18520929,28.2,72.9,80
18520929,29.0,72.3,80
18520929,30.2,71.5,80
18520930,31.6,70.5,70
18520930,32.7,69.6,70
18520930,33.8,69.1,70
18520930,34.9,68.6,70
18521006,17.0,73.8,90
18521006,17.1,75.0,90
18521006,17.2,76.3,90
18521006,17.2,77.8,90
18521007,17.7,79.6,90
18521007,18.2,81.5,90
18521007,18.7,83.1,90
18521007,19.5,84.4,90
18521008,20.4,85.5,90
18521008,21.2,86.4,90
18521008,22.4,86.9,90
18521008,24.0,86.8,90
18521009,25.6,86.4,90
18521009,26.9,85.9,90
18521009,28.0,85.5,90
18521009,29.2,84.9,90
18521009,29.9,84.4,90
18521010,30.5,83.9,80
18521010,31.8,82.8,60
18521010,33.0,81.1,50
18521010,34.0,79.5,50
18521011,35.0,77.0,50
18521011,36.0,74.0,50
18521011,38.0,70.0,60
18521011,40.0,66.0,60
18530805,32.5,69.0,50
18530810,12.0,60.0,40
18530830,12.1,23.2,40
18530830,12.3,25.1,40
18530830,12.5,27.0,40
18530830,12.8,28.9,40
18530831,13.0,30.9,50
18530831,13.3,33.0,50
18530831,13.6,35.0,60
18530831,13.9,36.8,60
18530901,14.2,38.5,70
18530901,14.6,40.5,70
18530901,14.9,42.3,80
18530901,15.2,43.9,80
18530902,15.7,45.7,90
18530902,16.2,47.3,90
18530902,16.7,49.0,100
18530902,17.4,51.0,110
18530903,18.2,52.8,120
18530903,19.1,54.6,130
18530903,19.7,56.2,130
18530903,20.7,58.0,130
18530904,21.2,59.9,120
18530904,22.0,61.8,120
18530904,22.7,63.7,120
18530904,23.4,65.3,120
18530905,24.2,67.1,120
18530905,25.0,68.6,120
18530905,25.8,70.1,120
18530905,26.6,71.1,120
18530906,27.3,72.0,120
18530906,28.2,72.9,120
18530906,29.1,73.5,120
18530906,30.2,74.0,120
18530907,31.2,74.3,110
18530907,32.5,74.1,110
18530907,33.7,73.9,100
18530907,34.9,72.9,100
18530908,36.0,71.6,100
18530908,36.8,69.9,100
18530908,37.5,67.9,100
18530908,38.2,65.4,100
18530909,39.0,62.3,100
18530909,39.9,59.4,90
18530909,40.8,56.8,80
18530909,41.9,53.4,70
18530910,42.9,49.5,70
18530910,43.9,45.5,70
18530910,45.0,41.2,70
18530910,46.2,36.2,70
18530908,37.0,53.0,100
18530908,38.0,51.0,100
18530908,39.0,49.0,100
18530908,40.0,46.8,100
18530909,41.3,44.0,100
18530909,42.5,41.5,100
18530909,43.4,39.3,100
18530909,44.5,37.2,100
18530910,45.5,34.7,100
18530910,46.3,32.3,100
18530910,47.0,30.0,90
18530910,48.0,27.5,90
18530921,20.0,95.0,50
18530926,25.8,62.0,50
18530926,27.4,62.5,50
18530926,29.0,62.9,50
18530926,30.6,63.2,50
18530927,32.9,62.6,60
18530927,34.8,61.3,60
18530927,36.0,59.8,70
18530927,36.7,58.4,70
18530928,36.8,57.4,70
18530928,36.3,56.7,70
18530928,35.5,56.9,70
18530928,35.5,57.0,70
18530929,35.4,57.2,70
18530929,35.3,57.4,70
18530929,35.3,57.7,70
18530929,35.4,57.9,70
18530930,35.5,58.1,70
18530930,35.5,58.2,70
18530930,35.8,58.3,70
18530930,36.3,58.0,70
18531001,37.0,57.5,70
18531001,38.0,56.8,70
18530928,15.0,37.0,50
18531019,27.5,78.5,70
18531019,28.0,78.9,70
18531019,28.5,79.3,80
18531019,28.9,79.6,80
18531020,29.3,79.9,80
18531020,29.7,80.2,80
18531020,30.0,80.5,90
18531020,30.3,80.7,90
18531021,30.6,80.9,90
18531021,30.9,80.9,90
18531021,31.3,80.6,80
18531021,31.7,80.1,80
18531022,32.1,79.4,80
18531022,32.5,78.5,80
18540625,26.0,92.5,60
18540625,26.0,93.0,60
18540625,26.0,93.5,70
18540625,26.0,94.0,70
18540626,26.0,94.7,70
18540626,26.1,95.7,70
18540626,26.2,97.0,70
18540626,26.4,98.5,50
18540627,26.8,100.,40
18540627,27.4,101.,40
18540627,28.0,103.,40
18540823,33.0,55.0,60
18540907,26.4,76.6,110
18540907,27.2,77.6,110
18540907,28.0,78.6,110
18540907,28.8,79.6,110
18540908,29.6,80.3,110
18540908,30.4,80.6,110
18540908,31.1,80.9,100
18540908,31.6,81.1,100
18540908,31.7,81.1,100
18540909,32.0,81.3,80
18540909,32.5,81.5,70
18540909,33.2,81.5,60
18540909,34.3,80.5,50
18540910,35.5,78.1,40
18540910,36.8,75.9,40
18540910,37.8,74.0,50
18540910,38.4,71.9,60
18540911,38.8,69.5,70
18540911,39.0,67.3,80
18540911,39.4,65.0,90
18540911,39.5,61.8,90
18540912,39.8,58.3,90
18540912,40.0,55.1,90
18540912,40.0,52.0,80
18540912,40.2,48.0,80
18540918,28.2,93.6,90
18540918,28.4,94.1,90
18540918,28.6,94.6,90
18540918,28.8,95.1,90
18540918,28.9,95.3,90
18540919,29.0,95.6,80
18540919,29.2,96.1,70
18540919,29.4,96.5,60
18540919,29.7,96.6,60
18540920,30.0,96.4,50
18540920,30.3,96.0,40
18541020,25.0,67.6,50
18541020,25.8,67.6,50
18541020,26.7,67.6,50
18541020,27.6,67.5,50
18541021,28.6,67.3,60
18541021,29.5,67.0,60
18541021,30.3,66.6,60
18541021,31.5,65.6,60
18541022,32.4,64.3,60
18541022,33.0,62.8,60
18541022,33.5,61.0,50
18541022,34.2,58.7,50
18550806,22.2,98.0,90
18550810,44.0,42.0,90
18550810,46.0,39.0,90
18550810,48.0,36.0,90
18550810,50.0,32.5,90
18550811,52.0,29.0,90
18550811,54.0,24.0,90
18550811,12.5,83.0,70
18550824,12.0,55.9,50
18550824,12.0,57.1,50
18550824,12.1,58.3,50
18550824,12.3,59.5,50
18550825,12.8,60.7,60
18550825,13.5,61.9,60
18550825,14.1,62.8,60
18550825,14.8,63.7,60
18550826,15.6,64.4,60
18550826,16.4,65.4,60
18550826,17.1,66.5,60
18550826,17.7,67.9,60
18550827,18.4,69.5,50
18550827,19.2,71.1,50
18550827,19.5,72.3,40
18550827,19.7,73.6,40
18550915,26.7,89.1,70
18550915,27.1,89.1,80
18550915,27.5,89.3,90
18550915,28.1,89.4,100
18550916,28.8,89.5,110
18550916,29.2,89.5,110
18550916,29.6,89.5,110
18550916,30.2,89.4,100
18550916,31.0,89.1,70
18550917,32.0,88.8,50
18550917,33.0,88.3,40
18560809,25.0,83.9,70
18560809,25.7,85.1,80
18560809,26.3,86.5,90
18560809,27.0,87.8,100
18560810,27.7,89.1,110
18560810,28.2,89.8,120
18560810,28.7,90.5,130
18560810,29.2,91.1,130
18560811,29.7,91.6,110
18560811,30.0,91.8,80
18560811,30.3,91.9,60
18560811,30.6,91.8,50
18560812,30.9,91.6,40
18560812,31.3,91.0,40
18560813,12.1,56.1,70
18560813,12.1,57.3,70
18560813,12.1,58.5,70
18560813,12.1,60.1,70
18560814,12.1,61.8,70
18560814,12.1,63.2,70
18560814,12.1,64.5,70
18560814,12.1,65.6,70
18560819,32.5,75.5,50
18560819,33.8,76.0,50
18560819,34.8,76.4,50
18560819,35.0,76.5,50
18560819,36.0,76.3,50
18560820,37.0,76.0,50
18560820,38.0,75.3,50
18560820,39.0,74.3,50
18560820,39.8,73.0,50
18560821,40.4,71.5,50
18560821,40.8,69.5,50
18560821,41.0,67.0,50
18560821,23.0,82.5,50
18560825,21.0,69.8,70
18560825,21.0,70.8,70
18560825,21.1,71.9,70
18560825,21.2,72.8,70
18560826,21.6,73.9,70
18560826,21.7,74.8,70
18560826,22.0,75.9,80
18560826,22.2,76.6,80
18560827,22.4,77.6,80
18560827,22.6,78.6,80
18560827,22.7,79.5,90
18560827,22.7,80.6,80
18560828,22.9,81.6,80
18560828,23.0,82.9,90
18560828,23.2,84.0,90
18560828,23.6,84.6,90
18560829,23.9,85.1,90
18560829,24.2,85.6,90
18560829,24.7,86.4,90
18560829,24.9,86.8,90
18560830,25.2,87.1,100
18560830,25.6,87.3,100
18560830,26.2,87.4,100
18560830,27.5,87.3,100
18560831,28.9,86.6,90
18560831,30.2,85.9,90
18560831,31.1,84.8,70
18560831,32.2,83.3,60
18560901,33.0,81.6,50
18560901,34.0,79.6,50
18560901,34.7,77.9,50
18560901,35.5,75.3,50
18560902,36.3,72.8,50
18560902,36.8,70.0,50
18560902,37.2,67.3,50
18560902,37.7,64.6,50
18560903,38.2,61.8,50
18560903,38.8,58.6,50
18560903,39.0,56.0,50
18560903,39.5,52.3,50
18560918,32.0,48.8,50
18560918,32.5,48.9,50
18560918,32.9,49.0,50
18560918,33.5,49.3,50
18560919,34.5,49.8,60
18560919,35.2,50.5,60
18560919,35.6,51.0,70
18560919,35.8,51.4,70
18560920,36.0,51.7,70
18560920,36.1,52.0,70
18560920,36.2,52.3,70
18560920,36.3,52.4,70
18560921,36.4,52.5,60
18560921,36.5,52.6,60
18560921,36.5,52.7,60
18560921,36.5,52.8,60
18560922,36.5,52.9,60
18560922,36.5,53.0,60
18560922,36.5,53.0,60
18560922,36.5,53.0,60
18570630,34.0,74.5,50
18570630,34.5,73.8,50
18570630,35.0,72.6,50
18570630,35.2,71.4,50
18570701,35.4,70.1,50
18570701,35.5,68.9,50
18570701,35.8,67.6,50
18570701,36.0,66.0,50
18570906,26.5,73.0,40
18570907,26.7,72.8,40
18570907,26.9,72.6,40
18570907,27.2,72.4,50
18570907,27.5,72.3,50
18570908,27.7,72.5,50
18570908,27.9,72.7,50
18570908,28.1,72.9,60
18570908,28.3,73.0,60
18570909,28.7,73.6,60
18570909,29.1,74.2,70
18570909,29.5,74.7,70
18570909,29.9,75.3,70
18570910,30.2,75.8,70
18570910,30.5,76.2,70
18570910,30.7,76.7,80
18570910,31.0,77.1,80
18570911,31.2,77.4,90
18570911,31.5,77.7,90
18570911,31.7,78.0,90
18570911,32.1,78.2,90
18570912,32.3,78.2,90
18570912,32.5,78.3,90
18570912,32.8,78.3,90
18570912,33.3,78.3,90
18570913,33.9,78.0,90
18570913,34.5,77.5,80
18570913,34.9,77.1,70
18570913,35.5,76.5,60
18570914,36.0,76.2,50
18570914,36.3,75.8,50
18570914,36.5,74.9,50
18570914,36.8,73.5,60
18570915,37.6,71.8,60
18570915,38.5,69.8,70
18570915,39.4,67.6,80
18570915,40.3,65.2,80
18570916,41.2,61.7,80
18570916,42.1,58.9,80
18570916,43.0,56.0,80
18570916,44.0,53.0,80
18570917,45.0,50.0,80
18570917,46.0,46.0,70
18570917,47.0,42.0,60
18570917,48.0,38.0,50
18570918,49.0,34.0,40
18570918,50.0,30.0,40
18570922,32.5,73.5,70
18570922,32.5,73.5,70
18570922,32.5,73.5,70
18570922,32.5,73.5,70
18570923,32.5,73.5,70
18570923,32.5,73.5,70
18570923,32.5,73.5,70
18570923,32.5,73.5,70
18570924,32.5,73.5,70
18570924,32.5,73.5,70
18570924,32.5,73.5,70
18570924,32.5,73.5,70
18570925,32.5,73.5,70
18570925,32.5,73.5,70
18570925,32.5,73.5,70
18570925,32.5,73.5,70
18570926,32.5,73.5,70
18570926,32.5,73.5,70
18570926,32.5,73.5,70
18570926,32.5,73.5,70
18570924,16.0,54.7,50
18570924,16.0,56.2,50
18570924,16.0,57.7,50
18570924,16.0,59.2,50
18570925,16.0,61.1,60
18570925,16.0,63.0,60
18570925,16.0,64.6,60
18570925,16.0,66.8,60
18570926,16.0,68.5,70
18570926,16.0,70.3,70
18570926,16.1,72.1,70
18570926,16.2,73.9,70
18570927,16.6,75.8,80
18570927,17.0,78.0,80
18570927,17.7,80.1,80
18570927,18.2,81.4,80
18570928,19.0,82.9,90
18570928,19.7,84.1,90
18570928,20.2,85.3,90
18570928,21.0,86.5,90
18570929,21.7,87.9,70
18570929,22.2,89.4,60
18570929,23.0,91.0,60
18570929,23.7,92.6,60
18570930,24.4,94.1,50
18570930,25.2,95.8,50
18570930,25.8,97.0,50
18570930,26.0,97.5,50
18570930,27.0,99.1,40
18580612,19.0,85.5,70
18580805,45.0,40.0,70
18580914,25.2,84.6,60
18580914,26.0,83.9,60
18580914,26.9,83.1,60
18580914,27.6,82.7,60
18580914,27.9,82.0,50
18580915,28.9,80.8,50
18580915,30.0,79.6,60
18580915,31.2,78.5,80
18580915,32.4,77.3,90
18580916,34.0,75.8,90
18580916,36.0,74.6,90
18580916,38.5,73.3,80
18580916,40.9,72.2,80
18580916,41.4,72.0,70
18580917,45.5,70.0,50
18580917,50.0,67.0,40
18580917,18.4,41.4,80
18580917,19.2,42.2,80
18580917,20.0,43.0,80
18580917,20.7,43.9,80
18580918,21.7,45.0,80
18580918,22.7,46.0,80
18580918,23.5,47.0,80
18580918,24.2,48.2,80
18580919,25.2,49.4,80
18580919,26.1,50.7,80
18580919,27.0,52.0,80
18580919,28.0,53.5,80
18580920,29.2,55.2,80
18580920,30.6,57.1,80
18580920,32.0,59.0,80
18580920,33.3,60.6,80
18580921,34.5,61.9,80
18580921,35.8,63.0,80
18580921,37.0,63.6,80
18580921,38.0,63.8,80
18580922,39.0,63.6,80
18580922,40.0,63.2,80
18580922,41.0,62.4,80
18580922,42.0,61.3,80
18580923,42.9,59.5,80
18580923,43.5,57.6,80
18580923,44.0,56.1,70
18580923,44.7,54.1,70
18580924,45.2,51.8,60
18580924,45.7,50.0,60
18580924,46.0,48.0,50
18580924,46.5,45.2,50
18580922,21.9,74.0,50
18580922,23.2,74.0,50
18580923,24.6,74.0,60
18580923,26.1,74.0,60
18580923,27.9,74.0,70
18580923,29.3,74.1,70
18580924,30.7,74.1,70
18580924,32.2,74.0,70
18580924,33.3,73.8,80
18580924,33.9,73.7,80
18580925,34.5,73.6,80
18580925,35.2,73.4,80
18580925,35.9,73.1,80
18580925,36.5,72.6,80
18581021,21.5,73.6,50
18581021,21.7,73.3,50
18581021,22.1,72.9,60
18581021,22.5,72.5,60
18581022,23.1,72.1,60
18581022,23.7,71.6,60
18581022,24.2,71.1,70
18581022,25.2,70.6,70
18581023,26.1,70.0,70
18581023,27.0,69.3,70
18581023,28.2,68.5,80
18581023,29.5,67.4,80
18581024,31.0,66.3,90
18581024,32.5,65.0,90
18581024,34.0,63.7,90
18581024,35.5,62.7,90
18581025,37.0,61.7,80
18581025,38.5,60.7,80
18581025,40.0,59.7,70
18581025,41.2,58.5,70
18581026,42.2,57.3,60
18581026,43.2,56.0,60
18590701,21.5,97.5,90
18590817,38.5,67.0,90
18590817,39.5,66.0,90
18590817,40.2,65.0,90
18590817,40.7,64.0,90
18590818,41.0,62.9,90
18590818,41.4,61.6,90
18590818,41.7,60.2,90
18590818,41.8,59.0,90
18590819,41.9,58.0,90
18590819,42.0,57.3,90
18590819,42.0,56.8,90
18590819,42.0,56.5,90
18590902,17.3,59.7,70
18590902,17.4,60.7,70
18590902,17.5,61.8,70
18590902,17.5,63.0,70
18590903,17.4,64.1,70
18590903,17.3,65.4,70
18590912,35.5,57.5,90
18590912,37.0,54.5,90
18590912,39.0,52.0,90
18590913,41.5,50.0,80
18590913,43.0,48.5,80
18590913,45.5,46.5,70
18590913,49.0,43.5,70
18590915,28.0,89.0,70
18590915,28.5,89.0,70
18590915,29.0,88.9,70
18590915,29.6,88.6,70
18590916,30.3,88.1,70
18590916,31.1,87.5,50
18590916,32.0,86.8,40
18590916,33.1,84.8,40
18590917,34.3,82.5,40
18590917,35.6,80.0,40
18590917,37.0,77.5,50
18590917,38.5,74.5,60
18590918,40.0,71.0,70
18590918,41.2,66.5,70
18590918,42.0,61.0,70
18590918,42.5,55.0,70
18591002,17.5,75.4,80
18591002,18.2,75.1,80
18591002,19.1,75.0,80
18591002,20.1,74.8,80
18591003,21.2,74.4,80
18591003,22.2,74.1,80
18591003,23.2,73.8,90
18591003,24.5,73.4,90
18591004,26.0,72.9,100
18591004,27.5,72.4,100
18591004,28.8,72.0,110
18591004,30.4,71.5,110
18591005,32.4,70.8,110
18591005,34.5,70.1,110
18591005,36.5,69.5,110
18591005,38.0,68.6,110
18591006,39.5,67.4,110
18591006,40.9,66.1,110
18591006,42.5,64.0,110
18591006,44.5,61.0,110
18591016,25.1,75.1,60
18591016,25.2,75.5,60
18591016,25.2,76.0,60
18591016,25.5,76.6,60
18591017,25.8,77.6,60
18591017,26.0,78.5,60
18591017,26.2,79.5,60
18591017,26.4,80.1,60
18591017,26.5,80.5,50
18591018,26.8,81.3,40
18591018,27.2,81.8,40
18591024,20.2,93.3,40
18591024,20.3,93.3,40
18591024,20.4,93.3,40
18591024,20.6,93.2,40
18591025,20.7,93.2,40
18591025,20.8,93.2,50
18591025,21.0,93.1,50
18591025,21.2,93.0,50
18591026,21.4,92.9,60
18591026,21.6,92.8,60
18591026,21.8,92.6,70
18591026,22.0,92.5,80
18591027,22.3,92.1,80
18591027,22.5,91.7,80
18591027,23.1,91.0,80
18591027,23.9,90.0,80
18591028,24.8,88.7,80
18591028,25.7,87.1,80
18591028,26.7,85.0,80
18591028,27.7,82.8,80
18591029,29.2,79.2,70
18591029,30.3,75.2,60
18591029,31.7,69.9,50
18591029,32.7,63.5,40
18600808,27.9,84.1,40
18600808,27.8,84.5,40
18600808,27.8,84.8,50
18600808,27.7,85.3,50
18600809,27.6,85.9,60
18600809,27.5,86.3,60
18600809,27.5,86.8,70
18600809,27.4,87.5,70
18600810,27.4,88.0,80
18600810,27.4,88.5,80
18600810,27.5,89.0,90
18600810,27.5,89.5,90
18600811,27.6,89.9,100
18600811,27.9,90.1,100
18600811,28.4,90.3,110
18600811,29.0,90.1,110
18600811,29.2,90.0,110
18600812,29.7,89.8,100
18600812,30.5,88.9,100
18600812,31.0,88.0,70
18600812,31.3,86.8,50
18600813,31.4,85.6,40
18600813,31.5,84.6,40
18600813,31.7,83.6,40
18600813,31.8,82.6,40
18600814,31.9,81.6,40
18600814,32.0,80.6,40
18600814,32.0,79.6,50
18600814,32.0,78.6,50
18600815,32.0,77.6,50
18600815,32.3,76.6,50
18600815,32.5,75.6,50
18600815,32.7,74.6,50
18600816,33.0,73.5,50
18600816,33.3,72.0,50
18600824,28.2,77.1,60
18600824,29.2,76.5,60
18600824,30.2,75.9,70
18600824,31.5,75.3,70
18600825,33.0,74.5,80
18600825,34.4,73.5,80
18600825,35.8,72.1,90
18600825,37.2,71.0,90
18600826,38.5,69.9,80
18600826,39.8,68.9,80
18600826,41.0,68.0,70
18600826,42.0,67.1,70
18600911,40.0,50.5,70
18600911,25.1,83.8,90
18600911,25.2,84.1,90
18600911,25.2,84.5,90
18600911,25.2,84.8,90
18600912,25.2,85.2,90
18600912,25.3,85.6,90
18600912,25.4,86.0,90
18600912,25.5,86.6,90
18600913,25.6,87.1,90
18600913,25.7,87.6,90
18600913,25.9,88.1,90
18600913,26.2,88.6,90
18600914,26.7,89.3,90
18600914,27.2,89.6,90
18600914,27.7,89.8,90
18600914,28.3,89.8,90
18600915,28.9,89.7,90
18600915,29.3,89.6,90
18600915,29.5,89.6,90
18600915,30.1,89.4,90
18600915,30.8,89.1,70
18600916,31.8,88.6,50
18600916,33.0,88.0,40
18600918,22.2,66.1,40
18600918,22.7,66.8,40
18600918,23.2,67.5,40
18600918,23.7,68.1,40
18600919,24.2,68.8,50
18600919,25.1,69.4,50
18600919,26.0,70.0,60
18600919,26.9,70.3,60
18600920,28.2,70.6,60
18600920,29.6,70.8,60
18600920,31.0,71.0,60
18600920,32.5,71.0,60
18600921,34.3,70.6,60
18600921,36.0,70.0,60
18600921,37.5,69.3,60
18600921,39.0,68.5,60
18600930,22.4,91.0,50
18600930,22.6,91.1,50
18600930,23.0,91.3,60
18600930,23.4,91.5,60
18601001,23.7,91.6,70
18601001,24.4,91.9,70
18601001,25.1,92.0,80
18601001,26.0,92.1,80
18601002,26.8,92.0,80
18601002,27.6,91.9,90
18601002,28.5,91.6,90
18601002,29.5,91.4,90
18601002,29.7,91.4,90
18601003,31.2,90.9,60
18601003,32.3,90.5,50
18601003,33.5,90.0,40
18601003,34.7,89.1,40
18601020,23.5,70.6,70
18601020,23.7,71.1,70
18601020,24.0,71.6,70
18601020,24.2,72.0,70
18601021,24.5,72.3,70
18601021,24.7,72.6,70
18601021,25.2,73.0,80
18601021,25.7,73.1,80
18601022,26.3,73.4,80
18601022,27.1,73.6,80
18601022,28.1,73.8,80
18601022,29.3,73.5,80
18601023,30.8,72.9,90
18601023,32.5,71.9,90
18601023,34.5,70.3,80
18601023,37.0,68.0,80
18601024,39.5,65.5,70
18601024,41.5,62.5,70
18610706,15.1,58.5,50
18610706,15.5,59.3,50
18610706,15.8,60.1,50
18610706,16.2,60.9,50
18610707,16.7,61.6,50
18610707,17.4,62.4,50
18610707,18.0,63.1,50
18610707,18.6,63.8,50
18610708,19.4,64.6,50
18610708,20.2,65.5,50
18610708,21.2,66.1,50
18610708,22.1,66.6,50
18610709,23.1,67.4,60
18610709,24.0,67.9,60
18610709,25.0,68.4,70
18610709,26.0,68.9,70
18610710,26.9,69.3,80
18610710,27.8,69.6,80
18610710,28.7,70.0,90
18610710,29.5,70.1,90
18610711,30.1,70.1,90
18610711,30.7,70.1,90
18610711,31.4,70.0,80
18610711,32.5,69.6,80
18610712,33.9,69.3,80
18610712,35.0,68.8,80
18610712,36.0,68.0,70
18610712,37.0,67.0,70
18610813,20.5,70.0,40
18610813,21.0,71.5,40
18610814,21.5,73.0,50
18610814,22.0,74.5,60
18610814,22.5,76.0,70
18610814,22.9,77.4,70
18610815,23.2,78.7,80
18610815,23.5,79.9,80
18610815,23.7,80.8,80
18610815,23.9,81.5,80
18610816,24.2,82.0,80
18610816,24.6,82.5,80
18610816,25.0,83.0,70
18610816,25.4,83.5,70
18610817,25.8,84.0,60
18610817,26.2,84.5,60
18610817,26.6,85.0,50
18610817,27.0,85.6,50
18610825,34.4,62.0,80
18610825,35.0,61.8,80
18610825,35.5,61.6,80
18610825,36.2,61.2,80
18610826,36.8,60.6,80
18610826,37.4,59.9,80
18610826,38.0,59.0,80
18610826,38.5,58.0,80
18610827,39.0,57.0,80
18610827,39.7,55.8,80
18610827,40.3,54.3,80
18610827,40.8,52.5,80
18610828,41.3,50.9,80
18610828,41.7,49.3,80
18610828,42.0,47.8,80
18610828,42.3,46.3,80
18610829,42.5,44.7,90
18610829,43.0,43.3,90
18610829,43.5,41.8,90
18610829,44.3,39.9,90
18610830,45.4,38.0,90
